Summary,Issue key,Issue id,Issue Type,Status,Project key,Project name,Project type,Project lead,Project lead id,Project description,Priority,Resolution,Assignee,Assignee Id,Reporter,Reporter Id,Creator,Creator Id,Created,Updated,Last Viewed,Resolved,Due date,Votes,Labels,Description,Environment,Watchers,Watchers Id,Original estimate,Remaining Estimate,Time Spent,Work Ratio,Σ Original Estimate,Σ Remaining Estimate,Σ Time Spent,Security Level,Inward issue link (Blocks),Inward issue link (Blocks),Inward issue link (Blocks),Inward issue link (Blocks),Inward issue link (Blocks),Inward issue link (Blocks),Inward issue link (Blocks),Inward issue link (Blocks),Inward issue link (Blocks),Inward issue link (Blocks),Inward issue link (Blocks),Inward issue link (Blocks),Inward issue link (Blocks),Inward issue link (Blocks),Inward issue link (Blocks),Inward issue link (Blocks),Inward issue link (Blocks),Inward issue link (Blocks),Inward issue link (Blocks),Inward issue link (Blocks),Inward issue link (Blocks),Inward issue link (Blocks),Outward issue link (Blocks),Attachment,Attachment,Custom field (Actual Result),Custom field (Actual end),Custom field (Actual start),Custom field (Change reason),Custom field (Change risk),Custom field (Change type),Custom field (Compass),Custom field (Development),Custom field (Epic Color),Custom field (Epic Link),Epic Link Summary,Custom field (Epic Name),Custom field (Epic Status),Custom field (Expected Result),Custom field (Impact),Custom field (Issue color),Custom field (Locked forms),Custom field (Open forms),Custom field (Rank),Custom field (Request Type),Sprint,Custom field (Start date),Custom field (Story Points),Custom field (Story point estimate),Custom field (Submitted forms),Custom field (Target end),Custom field (Target start),Custom field (Team),Custom field (Test Level),Custom field (Test Step),Custom field (Testcase Result),Custom field (Total forms),Custom field ([CHART] Date of First Response),Status Category
SY-L 9 Login - Confirm Password must not be blank,N5-56,10529,Story,To Do,N5,N5_CT21CT04,software,Thuận Quang,629f6882d442e600684137ca,,Highest,,,,Minh cong,62980c5dc3dffc0068f5bc00,Minh cong,62980c5dc3dffc0068f5bc00,06/Feb/23 10:52 AM,06/Feb/23 10:52 AM,06/Feb/23 11:23 AM,,,0,Login,Confirm Password must not be blank,,Minh cong,62980c5dc3dffc0068f5bc00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N5-16,,,No actial result,,,,,,,,,N5-1,LOGIN,,,Confirm Password must not be blank,,,,,0|i00353:,,BN Sprint 2,,,,,,,,System,,Skip,,,To Do
U-ATC 19-Add to cart- Add price not less than 100,N5-55,10528,Story,To Do,N5,N5_CT21CT04,software,Thuận Quang,629f6882d442e600684137ca,,Highest,,,,Phuc Mai,629810e7cd636500697caeb0,Phuc Mai,629810e7cd636500697caeb0,06/Feb/23 10:51 AM,06/Feb/23 11:06 AM,06/Feb/23 11:23 AM,,,0,addtocart,,,Phuc Mai,629810e7cd636500697caeb0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No actual result,,,,,,,,,N5-3,Thêm sản phẩm,,,Unreasonable price re-enter,,,,,0|i0034v:,,BN Sprint 1,,,,,,,,Unit,,Skip,,,To Do
SY-L 8 Login - Choose a difficult Password,N5-54,10527,Story,To Do,N5,N5_CT21CT04,software,Thuận Quang,629f6882d442e600684137ca,,Highest,,,,Minh cong,62980c5dc3dffc0068f5bc00,Minh cong,62980c5dc3dffc0068f5bc00,06/Feb/23 10:50 AM,06/Feb/23 10:50 AM,06/Feb/23 11:23 AM,,,0,Login,Choose a difficult Password,,Minh cong,62980c5dc3dffc0068f5bc00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N5-1,,,No actual result,,,,,,,,,N5-1,LOGIN,,,Choose a difficult Password,,,,,0|i0034n:,,BN Sprint 2,,,,,,,,System,,Skip,,,To Do
IT - L 10 Login - Passwords do not Match,N5-53,10526,Story,To Do,N5,N5_CT21CT04,software,Thuận Quang,629f6882d442e600684137ca,,Highest,,,,phuongg lee,62980ce6a0eafd0069e8d5a0,phuongg lee,62980ce6a0eafd0069e8d5a0,06/Feb/23 10:48 AM,06/Feb/23 10:48 AM,06/Feb/23 11:23 AM,,,0,Login,Passwords do not Match,,phuongg lee,62980ce6a0eafd0069e8d5a0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N5-1,,,Does not exist on the system,,,,,,,,,N5-1,LOGIN,,,Errors appear : Passwords do not Match,,,,,0|i0034f:,,BN Sprint 3,,,,,,,,Integration,,Skip,,,To Do
SY-L 7 Login - Enter at-least one special character,N5-52,10525,Story,To Do,N5,N5_CT21CT04,software,Thuận Quang,629f6882d442e600684137ca,,Highest,,,,Minh cong,62980c5dc3dffc0068f5bc00,Minh cong,62980c5dc3dffc0068f5bc00,06/Feb/23 10:47 AM,06/Feb/23 10:47 AM,06/Feb/23 11:23 AM,,,0,Login,Enter at-least one special character,,Minh cong,62980c5dc3dffc0068f5bc00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N5-30,,,No actual result,,,,,,,,,N5-1,LOGIN,,,Enter at-least one special characte,,,,,0|i00347:,,BN Sprint 2,,,,,,,,System,,Skip,,,To Do
IT -L 9 Login - Confirm Password must not be blank,N5-51,10524,Story,To Do,N5,N5_CT21CT04,software,Thuận Quang,629f6882d442e600684137ca,,Medium,,,,phuongg lee,62980ce6a0eafd0069e8d5a0,phuongg lee,62980ce6a0eafd0069e8d5a0,06/Feb/23 10:46 AM,06/Feb/23 10:46 AM,06/Feb/23 11:23 AM,,,0,Login,Confirm Password must not be blank,,phuongg lee,62980ce6a0eafd0069e8d5a0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N5-1,,,Does not exist on the system,,,,,,,,,N5-1,LOGIN,,,Errors appear : Confirm Password must not be blank,,,,,0|i0033z:,,BN Sprint 3,,,,,,,,Integration,,Skip,,,To Do
U-ATC 18-Add to cart- Add products only admins have permission,N5-50,10523,Story,To Do,N5,N5_CT21CT04,software,Thuận Quang,629f6882d442e600684137ca,,Highest,,,,Phuc Mai,629810e7cd636500697caeb0,Phuc Mai,629810e7cd636500697caeb0,06/Feb/23 10:46 AM,06/Feb/23 10:46 AM,06/Feb/23 11:23 AM,,,0,addtocart,,,Phuc Mai,629810e7cd636500697caeb0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N5-3,,,No actual result,,,,,,,,,N5-3,Thêm sản phẩm,,,You do not have the right to edit the product,,,,,0|i0033r:,,BN Sprint 1,,,,,,,,Unit,,Skip,,,To Do
IT - L 8 Login - Choose a difficult Password,N5-49,10522,Story,To Do,N5,N5_CT21CT04,software,Thuận Quang,629f6882d442e600684137ca,,Highest,,,,phuongg lee,62980ce6a0eafd0069e8d5a0,phuongg lee,62980ce6a0eafd0069e8d5a0,06/Feb/23 10:44 AM,06/Feb/23 10:44 AM,06/Feb/23 11:23 AM,,,0,Login, Choose a difficult Password,,phuongg lee,62980ce6a0eafd0069e8d5a0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N5-1,,,Does not exist on the system,,,,,,,,,N5-1,LOGIN,,,Alert choose a difficult Password,,,,,0|i0033j:,,BN Sprint 3,,,,,,,,Integration,,Skip,,,To Do
U-ATC 17-Add to cart-Add product No product image,N5-48,10521,Story,To Do,N5,N5_CT21CT04,software,Thuận Quang,629f6882d442e600684137ca,,Highest,,,,Phuc Mai,629810e7cd636500697caeb0,Phuc Mai,629810e7cd636500697caeb0,06/Feb/23 10:42 AM,06/Feb/23 10:43 AM,06/Feb/23 11:23 AM,,,0,addtocart,,,Phuc Mai,629810e7cd636500697caeb0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N5-3,,,No actual result,,,,,,,,,N5-3,Thêm sản phẩm,,,No photos to add products,,,,,0|i0033b:,,BN Sprint 1,,,,,,,,Unit,,Skip,,,To Do
IT - L 7 Login - Enter at least one special character,N5-47,10520,Story,To Do,N5,N5_CT21CT04,software,Thuận Quang,629f6882d442e600684137ca,,Highest,,,,phuongg lee,62980ce6a0eafd0069e8d5a0,phuongg lee,62980ce6a0eafd0069e8d5a0,06/Feb/23 10:40 AM,06/Feb/23 10:40 AM,06/Feb/23 11:23 AM,,,0,Login, Enter at least one special character,,phuongg lee,62980ce6a0eafd0069e8d5a0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N5-1,,,Does not exist on the system,,,,,,,,,N5-1,LOGIN,,,Notify enter at least one special character,,,,,0|i00333:,,BN Sprint 3,,,,,,,,Integration,,Skip,,,To Do
SY-L 6 Login - Enter at-least one numeric value,N5-46,10519,Story,To Do,N5,N5_CT21CT04,software,Thuận Quang,629f6882d442e600684137ca,,Highest,,,,Minh cong,62980c5dc3dffc0068f5bc00,Minh cong,62980c5dc3dffc0068f5bc00,06/Feb/23 10:39 AM,06/Feb/23 11:17 AM,06/Feb/23 11:23 AM,,,0,Login,Enter at-least one numeric value,,Minh cong,62980c5dc3dffc0068f5bc00,,,,,,,,,N5-75,,,,,,,,,,,,,,,,,,,,,,,,,"

No actual resutl",,,,,,,,,,,,,Enter at-least one numeric value,,,,,0|i0032v:,,,,,,,,,,,,Skip,,,To Do
U-ATC 16-Add to cart-Add product no product info,N5-45,10518,Story,To Do,N5,N5_CT21CT04,software,Thuận Quang,629f6882d442e600684137ca,,Highest,,,,Phuc Mai,629810e7cd636500697caeb0,Phuc Mai,629810e7cd636500697caeb0,06/Feb/23 10:38 AM,06/Feb/23 10:42 AM,06/Feb/23 10:42 AM,,,0,addtocart,,,Phuc Mai,629810e7cd636500697caeb0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N5-3,,,No actual result,,,,,,,,,N5-3,Thêm sản phẩm,,,No product information,,,,,0|i0032n:,,BN Sprint 1,,,,,,,,Unit,,Skip,,,To Do
IT - L 6 Login - Enter at least one numeric value,N5-44,10517,Story,To Do,N5,N5_CT21CT04,software,Thuận Quang,629f6882d442e600684137ca,,Highest,,,,phuongg lee,62980ce6a0eafd0069e8d5a0,phuongg lee,62980ce6a0eafd0069e8d5a0,06/Feb/23 10:35 AM,06/Feb/23 10:40 AM,06/Feb/23 11:23 AM,,,0,Login,Enter at least one numeric value,,phuongg lee,62980ce6a0eafd0069e8d5a0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N5-1,,,Does not exist on the system,,,,,,,,,N5-1,LOGIN,,,Notify Enter at least one numeric value,,,,,0|i0032f:,,BN Sprint 3,,,,,,,,Integration,,Skip,,,To Do
U-ATC 15-Add to cart-Add product to cart,N5-43,10516,Story,To Do,N5,N5_CT21CT04,software,Thuận Quang,629f6882d442e600684137ca,,Medium,,,,Phuc Mai,629810e7cd636500697caeb0,Phuc Mai,629810e7cd636500697caeb0,06/Feb/23 10:34 AM,06/Feb/23 10:34 AM,06/Feb/23 11:23 AM,,,0,addtocart,,,Phuc Mai,629810e7cd636500697caeb0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N5-3,06/Feb/23 10:31 AM;ug:2044195a-f36f-493c-87d2-070fe831c35d;Screenshot 2023-02-06 103147.png;https://lequangthuan.atlassian.net/secure/attachment/10192/Screenshot+2023-02-06+103147.png,,Product added to cart,,,,,,,,,N5-3,Thêm sản phẩm,,,Product added to cart,,,,,0|i00327:,,BN Sprint 1,,,,,,,,Unit,"B1 Choose product,B2 Click cart",Pass,,,To Do
IT - L 5 Login - New Password must not be blank,N5-42,10515,Story,To Do,N5,N5_CT21CT04,software,Thuận Quang,629f6882d442e600684137ca,,Highest,,,,phuongg lee,62980ce6a0eafd0069e8d5a0,phuongg lee,62980ce6a0eafd0069e8d5a0,06/Feb/23 10:30 AM,06/Feb/23 10:40 AM,06/Feb/23 11:23 AM,,,0,Login,New Password must not be blank,,phuongg lee,62980ce6a0eafd0069e8d5a0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N5-1,,,Does not exist on the system,,,,,,,,,N5-1,LOGIN,,,"Error message when New Password must not be blank
",,,,,0|i0031z:,,BN Sprint 3,,,,,,,,,,Skip,,,To Do
SY-L 4 Login - Old Password must not be blank,N5-41,10514,Story,To Do,N5,N5_CT21CT04,software,Thuận Quang,629f6882d442e600684137ca,,Medium,,,,Minh cong,62980c5dc3dffc0068f5bc00,Minh cong,62980c5dc3dffc0068f5bc00,06/Feb/23 10:27 AM,06/Feb/23 10:43 AM,06/Feb/23 10:43 AM,,,0,Signup,Old Password must not be blank,,Minh cong,62980c5dc3dffc0068f5bc00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N5-2,,,need to update on the system,,,,,,,,,N5-2,Đăng Ký,,,not on the system,,,,,0|i0031r:,,BN Sprint 2,,,,,,,,System,,Skip,,,To Do
IT - L 4 Login - Old Password must not be blank,N5-40,10513,Story,To Do,N5,N5_CT21CT04,software,Thuận Quang,629f6882d442e600684137ca,,Highest,,,,phuongg lee,62980ce6a0eafd0069e8d5a0,phuongg lee,62980ce6a0eafd0069e8d5a0,06/Feb/23 10:19 AM,06/Feb/23 10:41 AM,06/Feb/23 11:23 AM,,,0,Login, Old Password must not be blank,,phuongg lee,62980ce6a0eafd0069e8d5a0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N5-1,,,Does not exist on the system,,,,,,,,,N5-1,LOGIN,,,"Error message when this field is empty
",,,,,0|i0031j:,,BN Sprint 3,,,,,,,,Integration,,Skip,,,To Do
IT - S 14 Sign up - Pin - First character cannot have space,N5-39,10512,Story,To Do,N5,N5_CT21CT04,software,Thuận Quang,629f6882d442e600684137ca,,Medium,,,,phuongg lee,62980ce6a0eafd0069e8d5a0,phuongg lee,62980ce6a0eafd0069e8d5a0,06/Feb/23 10:10 AM,06/Feb/23 10:10 AM,06/Feb/23 11:23 AM,,,0,Signup, First character cannot have space,,phuongg lee,62980ce6a0eafd0069e8d5a0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N5-2,06/Feb/23 10:09 AM;ug:08efb4fd-f698-45da-a2c2-ac2962e4e722;image-20230206-030948.png;https://lequangthuan.atlassian.net/secure/attachment/10189/image-20230206-030948.png,06/Feb/23 10:10 AM;ug:08efb4fd-f698-45da-a2c2-ac2962e4e722;image-20230206-031015.png;https://lequangthuan.atlassian.net/secure/attachment/10190/image-20230206-031015.png,"Error checking successful
",,,,,,,,,N5-2,Đăng Ký,,,"Error message when this field is empty
",,,,,0|i0031b:,,BN Sprint 3,,,,,,,,Integration,"1. Enter a space in the Pin field
2. Check
",Pass,,,To Do
SY-S 15 Sign up-Pin - Characters are not allowed,N5-38,10511,Story,To Do,N5,N5_CT21CT04,software,Thuận Quang,629f6882d442e600684137ca,,Highest,,,,Minh cong,62980c5dc3dffc0068f5bc00,Minh cong,62980c5dc3dffc0068f5bc00,06/Feb/23 10:02 AM,06/Feb/23 10:07 AM,06/Feb/23 11:23 AM,,,0,Signup,Characters are not allowed,,Minh cong,62980c5dc3dffc0068f5bc00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N5-2,,,You are not authorized to log in to this section,,,,,,,,,N5-2,Đăng Ký,,,You are not authorized to log in to this section,,,,,0|i00313:,,BN Sprint 2,,,,,,,,System,,Skip,,,To Do
IT - S 13 Sign up - Pin - Special characters are not allowed,N5-37,10510,Story,To Do,N5,N5_CT21CT04,software,Thuận Quang,629f6882d442e600684137ca,,Medium,,,,phuongg lee,62980ce6a0eafd0069e8d5a0,phuongg lee,62980ce6a0eafd0069e8d5a0,06/Feb/23 10:02 AM,06/Feb/23 10:05 AM,06/Feb/23 11:23 AM,,,0,Signup, Special characters are not allowed,,phuongg lee,62980ce6a0eafd0069e8d5a0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N5-2,06/Feb/23 9:57 AM;ug:08efb4fd-f698-45da-a2c2-ac2962e4e722;image-20230206-025732.png;https://lequangthuan.atlassian.net/secure/attachment/10188/image-20230206-025732.png,06/Feb/23 9:58 AM;ug:08efb4fd-f698-45da-a2c2-ac2962e4e722;image-20230206-025827.png;https://lequangthuan.atlassian.net/secure/attachment/10187/image-20230206-025827.png,"Error checking successful
",,,,,,,,,N5-2,Đăng Ký,,,"Errors appear :  Special characters are not allowed
",,,,,0|i0030v:,,BN Sprint 3,,,,,,,,Integration,"1. Enter special characters in the Pin field 
2. Check
",Pass,,,To Do
U-L 10 Login - Passwords do not Match,N5-36,10509,Story,To Do,N5,N5_CT21CT04,software,Thuận Quang,629f6882d442e600684137ca,,Highest,,,,Phuc Mai,629810e7cd636500697caeb0,Phuc Mai,629810e7cd636500697caeb0,06/Feb/23 9:58 AM,06/Feb/23 10:40 AM,06/Feb/23 10:40 AM,,,0,Login,,,Phuc Mai,629810e7cd636500697caeb0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N5-1,,,No actual result,,,,,,,,,N5-1,LOGIN,,,Passwords do not Match,,,,,0|i0030n:,,BN Sprint 1,,,,,,,,Unit,,Skip,,,To Do
SY-S 17 Sign up-Pin - First character cannot have space,N5-35,10508,Story,To Do,N5,N5_CT21CT04,software,Thuận Quang,629f6882d442e600684137ca,,Medium,,,,Minh cong,62980c5dc3dffc0068f5bc00,Minh cong,62980c5dc3dffc0068f5bc00,06/Feb/23 9:57 AM,06/Feb/23 10:08 AM,06/Feb/23 11:23 AM,,,0,Signup,,,Minh cong,62980c5dc3dffc0068f5bc00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N5-2,06/Feb/23 9:54 AM;ug:547f24b8-c402-4d34-821b-336e9b7d5e1e;image-20230206-025421.png;https://lequangthuan.atlassian.net/secure/attachment/10186/image-20230206-025421.png,06/Feb/23 9:54 AM;ug:547f24b8-c402-4d34-821b-336e9b7d5e1e;image-20230206-025436.png;https://lequangthuan.atlassian.net/secure/attachment/10185/image-20230206-025436.png,error check successful,,,,,,,,,N5-2,Đăng Ký,,,"
The OTP is invalid or has expired. Please try again",,,,,0|i0030f:,,BN Sprint 2,,,,,,,,System,"B1 First character  have space ,B2 Click confirm",Pass,,,To Do
U-L 9 Login - Confirm Password must not be blank,N5-34,10507,Story,To Do,N5,N5_CT21CT04,software,Thuận Quang,629f6882d442e600684137ca,,Highest,,,,Phuc Mai,629810e7cd636500697caeb0,Phuc Mai,629810e7cd636500697caeb0,06/Feb/23 9:57 AM,06/Feb/23 10:43 AM,06/Feb/23 10:43 AM,,,0,,,,Phuc Mai,629810e7cd636500697caeb0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N5-1,,,No actial result,,,,,,,,,N5-1,LOGIN,,,Confirm Password must not be blank,,,,,0|i00307:,,BN Sprint 1,,,,,,,,Unit,,Skip,,,To Do
U-L 8 Login - Choose a difficult Password,N5-33,10506,Story,To Do,N5,N5_CT21CT04,software,Thuận Quang,629f6882d442e600684137ca,,Highest,,,,Phuc Mai,629810e7cd636500697caeb0,Phuc Mai,629810e7cd636500697caeb0,06/Feb/23 9:54 AM,06/Feb/23 10:45 AM,06/Feb/23 10:45 AM,,,0,Login,,,Phuc Mai,629810e7cd636500697caeb0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N5-1,,,No actual result,,,,,,,,,N5-1,LOGIN,,,Choose a difficult Password,,,,,0|i002zz:,,BN Sprint 1,,,,,,,,Unit,,Skip,,,To Do
U-L 7 Login - Enter at-least one special character,N5-32,10505,Story,To Do,N5,N5_CT21CT04,software,Thuận Quang,629f6882d442e600684137ca,,Highest,,,,Phuc Mai,629810e7cd636500697caeb0,Phuc Mai,629810e7cd636500697caeb0,06/Feb/23 9:52 AM,06/Feb/23 10:46 AM,06/Feb/23 10:46 AM,,,0,Login,,,Phuc Mai,629810e7cd636500697caeb0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N5-1,,,No actual result,,,,,,,,,N5-1,LOGIN,,,Enter at-least one special characte,,,,,0|i002zr:,,BN Sprint 1,,,,,,,,Unit,,Skip,,,To Do
U-L 6 Login - Enter at-least one numeric value,N5-31,10504,Story,To Do,N5,N5_CT21CT04,software,Thuận Quang,629f6882d442e600684137ca,,Highest,,,,Phuc Mai,629810e7cd636500697caeb0,Phuc Mai,629810e7cd636500697caeb0,06/Feb/23 9:50 AM,06/Feb/23 10:47 AM,06/Feb/23 10:47 AM,,,0,Login,,,Phuc Mai,629810e7cd636500697caeb0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N5-1,,,No actual resutl,,,,,,,,,N5-1,LOGIN,,,Enter at-least one numeric value,,,,,0|i002zj:,,BN Sprint 1,,,,,,,,Unit,,Skip,,,To Do
SY-S13 Sign up-Pin – Special characters are not allowed,N5-30,10503,Story,To Do,N5,N5_CT21CT04,software,Thuận Quang,629f6882d442e600684137ca,,Medium,,,,Minh cong,62980c5dc3dffc0068f5bc00,Minh cong,62980c5dc3dffc0068f5bc00,06/Feb/23 9:50 AM,06/Feb/23 11:02 AM,06/Feb/23 11:23 AM,,,0,Signup,"!image-20230206-024837.png|width=358,height=242!",,Minh cong,62980c5dc3dffc0068f5bc00,,,,,,,,,N5-52,N5-61,N5-64,,,,,,,,,,,,,,,,,,,,N5-2,06/Feb/23 9:50 AM;ug:547f24b8-c402-4d34-821b-336e9b7d5e1e;image-20230206-024837.png;https://lequangthuan.atlassian.net/secure/attachment/10183/image-20230206-024837.png,,"
Do not use special characters in OTP",,,,,,,,,N5-2,Đăng Ký,,,"
Do not use special characters in OTP",,,,,0|i002zb:,,BN Sprint 2,,,,,,,,System,"B1 Enter Telephone Number,B2 Special characters are allowed",Pass,,,To Do
IT - S 12 Sign up - Pin - PIN Code must not be blank,N5-29,10502,Story,To Do,N5,N5_CT21CT04,software,Thuận Quang,629f6882d442e600684137ca,,Medium,,,,phuongg lee,62980ce6a0eafd0069e8d5a0,phuongg lee,62980ce6a0eafd0069e8d5a0,06/Feb/23 9:46 AM,06/Feb/23 10:04 AM,06/Feb/23 11:23 AM,,,0,Signup,PIN Code must not be blank,,phuongg lee,62980ce6a0eafd0069e8d5a0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N5-2,06/Feb/23 9:42 AM;ug:08efb4fd-f698-45da-a2c2-ac2962e4e722;image-20230206-024235.png;https://lequangthuan.atlassian.net/secure/attachment/10180/image-20230206-024235.png,,"Error checking successful
",,,,,,,,,N5-2,Đăng Ký,,,"Errors appear :  Pin Field must not be blank
",,,,,0|i002z3:,,BN Sprint 3,,,,,,,,Integration,"1. Leave the Pin blank
2. Check
",Pass,,,To Do
SY-S12 Sign up-Pin - PIN Code must not be blank,N5-28,10501,Story,To Do,N5,N5_CT21CT04,software,Thuận Quang,629f6882d442e600684137ca,,Medium,,,,Minh cong,62980c5dc3dffc0068f5bc00,Minh cong,62980c5dc3dffc0068f5bc00,06/Feb/23 9:45 AM,06/Feb/23 10:07 AM,06/Feb/23 11:23 AM,,,0,Signup,,,Minh cong,62980c5dc3dffc0068f5bc00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N5-2,06/Feb/23 9:43 AM;ug:547f24b8-c402-4d34-821b-336e9b7d5e1e;z4087203798218_25b4edb2d316e9c18f41ff3631a73c17.jpg;https://lequangthuan.atlassian.net/secure/attachment/10177/z4087203798218_25b4edb2d316e9c18f41ff3631a73c17.jpg,,error check successful,,,,,,,,,N5-2,Đăng Ký,,,The OTP is invalid or has expired. Please try again.,,,,,0|i002yv:,,BN Sprint 2,,,,,,,,System,"B1 Telephone Number ,B2 PIN Code must blank",Pass,,,To Do
