Summary,Issue key,Issue id,Issue Type,Status,Project key,Project name,Project type,Project lead,Project lead id,Project description,Priority,Resolution,Assignee,Assignee Id,Reporter,Reporter Id,Creator,Creator Id,Created,Updated,Last Viewed,Resolved,Due date,Votes,Labels,Description,Environment,Watchers,Watchers Id,Original estimate,Remaining Estimate,Time Spent,Work Ratio,Σ Original Estimate,Σ Remaining Estimate,Σ Time Spent,Security Level,Inward issue link (Blocks),Inward issue link (Blocks),Inward issue link (Blocks),Inward issue link (Blocks),Inward issue link (Blocks),Inward issue link (Blocks),Inward issue link (Blocks),Inward issue link (Blocks),Inward issue link (Blocks),Inward issue link (Blocks),Inward issue link (Blocks),Inward issue link (Blocks),Inward issue link (Blocks),Inward issue link (Blocks),Inward issue link (Blocks),Inward issue link (Blocks),Inward issue link (Blocks),Inward issue link (Blocks),Inward issue link (Blocks),Inward issue link (Blocks),Inward issue link (Blocks),Inward issue link (Blocks),Outward issue link (Blocks),Attachment,Attachment,Custom field (Actual Result),Custom field (Actual end),Custom field (Actual start),Custom field (Change reason),Custom field (Change risk),Custom field (Change type),Custom field (Compass),Custom field (Development),Custom field (Epic Color),Custom field (Epic Link),Epic Link Summary,Custom field (Epic Name),Custom field (Epic Status),Custom field (Expected Result),Custom field (Impact),Custom field (Issue color),Custom field (Locked forms),Custom field (Open forms),Custom field (Rank),Custom field (Request Type),Sprint,Custom field (Start date),Custom field (Story Points),Custom field (Story point estimate),Custom field (Submitted forms),Custom field (Target end),Custom field (Target start),Custom field (Team),Custom field (Test Level),Custom field (Test Step),Custom field (Testcase Result),Custom field (Total forms),Custom field ([CHART] Date of First Response),Status Category
U-L 5 Login - New Password must not be blank,N5-27,10500,Story,To Do,N5,N5_CT21CT04,software,Thuận Quang,629f6882d442e600684137ca,,Medium,,,,Phuc Mai,629810e7cd636500697caeb0,Phuc Mai,629810e7cd636500697caeb0,06/Feb/23 9:44 AM,06/Feb/23 10:48 AM,06/Feb/23 10:48 AM,,,0,,,,Phuc Mai,629810e7cd636500697caeb0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N5-1,,,"
no actual results",,,,,,,,,N5-1,LOGIN,,,New Password must not be blank,,,,,0|i002yn:,,BN Sprint 1,,,,,,,,Unit,,Skip,,,To Do
U-L 4 Login - Old Password must not be blank,N5-26,10499,Story,To Do,N5,N5_CT21CT04,software,Thuận Quang,629f6882d442e600684137ca,,Highest,,,,Phuc Mai,629810e7cd636500697caeb0,Phuc Mai,629810e7cd636500697caeb0,06/Feb/23 9:40 AM,06/Feb/23 10:49 AM,06/Feb/23 10:49 AM,,,0,Login,,,Phuc Mai,629810e7cd636500697caeb0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N5-1,,,Old Password must not be blank,,,,,,,,,N5-1,LOGIN,,,Old Password must not be blank,,,,,0|i002yf:,,BN Sprint 1,,,,,,,,Unit,,Skip,,,To Do
SY-S 11 Sign up-Pin – PIN Code must have 6 Digits,N5-25,10498,Story,To Do,N5,N5_CT21CT04,software,Thuận Quang,629f6882d442e600684137ca,,Medium,,,,Minh cong,62980c5dc3dffc0068f5bc00,Minh cong,62980c5dc3dffc0068f5bc00,06/Feb/23 9:38 AM,06/Feb/23 10:08 AM,06/Feb/23 11:23 AM,,,0,Signup,,,Minh cong,62980c5dc3dffc0068f5bc00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N5-2,06/Feb/23 9:30 AM;ug:547f24b8-c402-4d34-821b-336e9b7d5e1e;image-20230206-023015.png;https://lequangthuan.atlassian.net/secure/attachment/10163/image-20230206-023015.png,,error check successful,,,,,,,,,N5-2,Đăng Ký,,,An OTP (6 digits) has been sent to your phone number (Zalo/Sms). Please enter the OTP to continue,,,,,0|i002y7:,,BN Sprint 2,,,,,,,,System,"B1 Enter Telephone Number,B2 Click sign up",Pass,,,To Do
U-S 8 Sign up-Pin - Characters are not allowed,N5-20,10497,Story,To Do,N5,N5_CT21CT04,software,Thuận Quang,629f6882d442e600684137ca,,Medium,,,,Phuc Mai,629810e7cd636500697caeb0,Phuc Mai,629810e7cd636500697caeb0,06/Feb/23 9:30 AM,06/Feb/23 10:50 AM,06/Feb/23 10:50 AM,,,0,,,,Phuc Mai,629810e7cd636500697caeb0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N5-2,,,You are not authorized to log in to this section,,,,,,,,,N5-2,Đăng Ký,,,You are not authorized to log in to this section,,,,,0|i002xz:,,BN Sprint 1,,,,,,,,Unit,,Skip,,,To Do
IT - S 11 Sign up - Pin - PIN Code must have 6 Digits,N5-24,10495,Story,To Do,N5,N5_CT21CT04,software,Thuận Quang,629f6882d442e600684137ca,,Medium,,,,phuongg lee,62980ce6a0eafd0069e8d5a0,phuongg lee,62980ce6a0eafd0069e8d5a0,06/Feb/23 9:23 AM,06/Feb/23 10:53 AM,06/Feb/23 11:23 AM,,,0,Signup,PIN Code must have 6 Digits,,phuongg lee,62980ce6a0eafd0069e8d5a0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N5-2,06/Feb/23 9:12 AM;ug:08efb4fd-f698-45da-a2c2-ac2962e4e722;image-20230206-021227.png;https://lequangthuan.atlassian.net/secure/attachment/10162/image-20230206-021227.png,,Error checking successful,,,,,,,,,N5-2,Đăng Ký,,,"Error message when pin code has more or less than 6 digits
",,,,,0|i002xj:,,BN Sprint 3,,,,,,,,Integration,"1. Enter your phone number
2. Check the pin code sent to the device",Pass,,,To Do
U-S 14 Sign up-Pin - First character cannot have space,N5-18,10494,Story,To Do,N5,N5_CT21CT04,software,Thuận Quang,629f6882d442e600684137ca,,High,,,,Phuc Mai,629810e7cd636500697caeb0,Phuc Mai,629810e7cd636500697caeb0,06/Feb/23 9:22 AM,06/Feb/23 10:06 AM,06/Feb/23 11:23 AM,,,0,Signup,,,Phuc Mai,629810e7cd636500697caeb0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N5-2,06/Feb/23 9:19 AM;ug:2044195a-f36f-493c-87d2-070fe831c35d;Screenshot 2023-02-06 091922.png;https://lequangthuan.atlassian.net/secure/attachment/10161/Screenshot+2023-02-06+091922.png,06/Feb/23 9:19 AM;ug:2044195a-f36f-493c-87d2-070fe831c35d;Screenshot 2023-02-06 091937.png;https://lequangthuan.atlassian.net/secure/attachment/10160/Screenshot+2023-02-06+091937.png,"
The OTP is invalid or has expired. Please try again",,,,,,,,,N5-2,Đăng Ký,,,"
The OTP is invalid or has expired. Please try again",,,,,0|i002xb:,,BN Sprint 1,,,,,,,,Unit,"B1 First character  have space ,B2 Click confirm",Pass,,,To Do
U-S 13 Sign up-Pin – Special characters are not allowed,N5-17,10493,Story,To Do,N5,N5_CT21CT04,software,Thuận Quang,629f6882d442e600684137ca,,Medium,,,,Phuc Mai,629810e7cd636500697caeb0,Phuc Mai,629810e7cd636500697caeb0,06/Feb/23 9:17 AM,06/Feb/23 10:07 AM,06/Feb/23 11:23 AM,,,0,Signup,,,Phuc Mai,629810e7cd636500697caeb0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N5-2,06/Feb/23 9:15 AM;ug:2044195a-f36f-493c-87d2-070fe831c35d;Screenshot 2023-02-06 091445.png;https://lequangthuan.atlassian.net/secure/attachment/10159/Screenshot+2023-02-06+091445.png,06/Feb/23 9:48 AM;ug:547f24b8-c402-4d34-821b-336e9b7d5e1e;image-20230206-024821.png;https://lequangthuan.atlassian.net/secure/attachment/10182/image-20230206-024821.png,The OTP is invalid or has expired. Please try again.,,,,,,,,,N5-2,Đăng Ký,,,"
Do not use special characters in OTP",,,,,0|i002x3:,,BN Sprint 1,,,,,,,,Unit,"B1 Enter Telephone Number,B2 Special characters are allowed",Pass,,,To Do
SY-L 3 Login-  Telephone Number - First character cannot have space,N5-16,10492,Story,To Do,N5,N5_CT21CT04,software,Thuận Quang,629f6882d442e600684137ca,,Medium,,,,Minh cong,62980c5dc3dffc0068f5bc00,Minh cong,62980c5dc3dffc0068f5bc00,06/Feb/23 9:15 AM,06/Feb/23 10:53 AM,06/Feb/23 11:23 AM,,,0,Login,Enter a space in the box for the phone number,,Minh cong,62980c5dc3dffc0068f5bc00,,,,,,,,,N5-56,N5-57,,,,,,,,,,,,,,,,,,,,,N5-2,06/Feb/23 9:05 AM;ug:547f24b8-c402-4d34-821b-336e9b7d5e1e;image-20230206-020540.png;https://lequangthuan.atlassian.net/secure/attachment/10157/image-20230206-020540.png,,error check successful,,,,,,,,,N5-1,LOGIN,,,Error messages leave spaces,,,,,0|i002wv:,,BN Sprint 2,,,,,,,,System,"1 enter a space
2 check error message",Pass,,,To Do
U-S 12 Sign up-Pin - PIN Code must not be blank,N5-15,10491,Story,To Do,N5,N5_CT21CT04,software,Thuận Quang,629f6882d442e600684137ca,,High,,,,Phuc Mai,629810e7cd636500697caeb0,Phuc Mai,629810e7cd636500697caeb0,06/Feb/23 9:11 AM,06/Feb/23 10:08 AM,06/Feb/23 11:23 AM,,,0,Signup,,,Phuc Mai,629810e7cd636500697caeb0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N5-2,06/Feb/23 9:43 AM;ug:547f24b8-c402-4d34-821b-336e9b7d5e1e;image-20230206-024307.png;https://lequangthuan.atlassian.net/secure/attachment/10175/image-20230206-024307.png,,The OTP is invalid or has expired. Please try again.,,,,,,,,,N5-2,Đăng Ký,,,The OTP is invalid or has expired. Please try again.,,,,,0|i002wn:,,BN Sprint 1,,,,,,,,Unit,"B1 Telephone Number ,B2 PIN Code must blank",Pass,,,To Do
IT - L 3 Login -  Telephone Number - First character cannot have space,N5-23,10490,Story,To Do,N5,N5_CT21CT04,software,Thuận Quang,629f6882d442e600684137ca,,Medium,,,,phuongg lee,62980ce6a0eafd0069e8d5a0,phuongg lee,62980ce6a0eafd0069e8d5a0,06/Feb/23 9:06 AM,06/Feb/23 10:25 AM,06/Feb/23 11:23 AM,,,0,Login, First character cannot have space,,phuongg lee,62980ce6a0eafd0069e8d5a0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N5-1,06/Feb/23 9:04 AM;ug:08efb4fd-f698-45da-a2c2-ac2962e4e722;image-20230206-020437.png;https://lequangthuan.atlassian.net/secure/attachment/10155/image-20230206-020437.png,,"Error checking successful
",,,,,,,,,N5-1,LOGIN,,,"Error message when first character has a space
",,,,,0|i002wf:,,BN Sprint 3,,,,,,,,Integration,"1. Enter a space before the first character
2. Check
",Pass,,,To Do
U-S 11 Sign up-Pin – PIN Code must have 6 Digits,N5-14,10489,Story,To Do,N5,N5_CT21CT04,software,Thuận Quang,629f6882d442e600684137ca,,Highest,,,,Phuc Mai,629810e7cd636500697caeb0,Phuc Mai,629810e7cd636500697caeb0,06/Feb/23 9:06 AM,06/Feb/23 10:08 AM,06/Feb/23 11:23 AM,,,0,Signup,,,Phuc Mai,629810e7cd636500697caeb0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N5-2,06/Feb/23 9:04 AM;ug:2044195a-f36f-493c-87d2-070fe831c35d;328031600_451853507057242_5148421466138507740_n.jpg;https://lequangthuan.atlassian.net/secure/attachment/10154/328031600_451853507057242_5148421466138507740_n.jpg,,"
An OTP (6 digits) has been sent to your phone number (Zalo/Sms). Please enter the OTP to continue",,,,,,,,,N5-2,Đăng Ký,,,"
An OTP (6 digits) has been sent to your phone number (Zalo/Sms). Please enter the OTP to continue",,,,,0|i002w7:,,BN Sprint 1,,,,,,,,Unit,"B1 Enter Telephone Number,B2 Click sign up",Pass,,,To Do
U-S 3 Sign up -Pin – PIN Code must have 6 Digits,N5-13,10488,Story,To Do,N5,N5_CT21CT04,software,Thuận Quang,629f6882d442e600684137ca,,Medium,,,,Phuc Mai,629810e7cd636500697caeb0,Phuc Mai,629810e7cd636500697caeb0,06/Feb/23 9:03 AM,06/Feb/23 10:09 AM,06/Feb/23 11:23 AM,,,0,,,,Phuc Mai,629810e7cd636500697caeb0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,06/Feb/23 8:58 AM;ug:2044195a-f36f-493c-87d2-070fe831c35d;328031600_451853507057242_5148421466138507740_n.jpg;https://lequangthuan.atlassian.net/secure/attachment/10153/328031600_451853507057242_5148421466138507740_n.jpg,,"
An OTP (6 digits) has been sent to your phone number (Zalo/Sms). Please enter the OTP to continue",,,,,,,,,,,,,"
An OTP (6 digits) has been sent to your phone number (Zalo/Sms). Please enter the OTP to continue",,,,,0|i002vz:,,,,,,,,,,,"B1 Enter Telephone Number,B2 Click Sign up",Pass,,,To Do
SY-L 2 Login- Telephone Number – Mobile no must not be blank,N5-12,10487,Story,To Do,N5,N5_CT21CT04,software,Thuận Quang,629f6882d442e600684137ca,,Medium,,,,Minh cong,62980c5dc3dffc0068f5bc00,Minh cong,62980c5dc3dffc0068f5bc00,06/Feb/23 9:02 AM,06/Feb/23 10:10 AM,06/Feb/23 11:23 AM,,,0,Login,Do not leave the phone number against,,Minh cong,62980c5dc3dffc0068f5bc00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N5-10,06/Feb/23 8:51 AM;ug:547f24b8-c402-4d34-821b-336e9b7d5e1e;image-20230206-015133.png;https://lequangthuan.atlassian.net/secure/attachment/10152/image-20230206-015133.png,,error check successful,,,,,,,,,N5-1,LOGIN,,,Special character are not allowed,,,,,0|i002vr:,,BN Sprint 2,,,,,,,,System,"1 Do not enter characters in the phone box
2 check error message",Pass,,,To Do
IT - L 2 Login - Telephone Number - Mobile no must not be blank,N5-22,10486,Story,To Do,N5,N5_CT21CT04,software,Thuận Quang,629f6882d442e600684137ca,,Medium,,,,phuongg lee,62980ce6a0eafd0069e8d5a0,phuongg lee,62980ce6a0eafd0069e8d5a0,06/Feb/23 8:54 AM,06/Feb/23 10:25 AM,06/Feb/23 11:23 AM,,,0,Login, Mobile no must not be blank,,phuongg lee,62980ce6a0eafd0069e8d5a0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N5-1,06/Feb/23 8:52 AM;ug:08efb4fd-f698-45da-a2c2-ac2962e4e722;image-20230206-015218.png;https://lequangthuan.atlassian.net/secure/attachment/10148/image-20230206-015218.png,,"Error checking successful
",,,,,,,,,N5-1,LOGIN,,,Telephone Number must not be blank,,,,,0|i002vj:,,BN Sprint 3,,,,,,,,Integration,"1.  Leave the input field blank
2. Check",Pass,,,To Do
U-L 3 Login-  Telephone Number - First character cannot have space,N5-11,10485,Story,To Do,N5,N5_CT21CT04,software,Thuận Quang,629f6882d442e600684137ca,,Medium,,,,Phuc Mai,629810e7cd636500697caeb0,Phuc Mai,629810e7cd636500697caeb0,06/Feb/23 8:52 AM,06/Feb/23 10:07 AM,06/Feb/23 11:23 AM,,,0,Login,,,Phuc Mai,629810e7cd636500697caeb0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N5-1,06/Feb/23 8:51 AM;ug:2044195a-f36f-493c-87d2-070fe831c35d;Screenshot 2023-02-06 085106.png;https://lequangthuan.atlassian.net/secure/attachment/10147/Screenshot+2023-02-06+085106.png,,Phone number invalid,,,,,,,,,N5-1,LOGIN,,,Phone number invalid,,,,,0|i002vb:,,BN Sprint 1,,,,,,,,Unit,"B1 First character  have space, B2 Click login",Pass,,,To Do
U-L 2 Login- Telephone Number – Mobile no must not be blank,N5-10,10484,Story,To Do,N5,N5_CT21CT04,software,Thuận Quang,629f6882d442e600684137ca,,Medium,,,,Phuc Mai,629810e7cd636500697caeb0,Phuc Mai,629810e7cd636500697caeb0,06/Feb/23 8:45 AM,06/Feb/23 10:07 AM,06/Feb/23 11:23 AM,,,0,Login,,,Phuc Mai,629810e7cd636500697caeb0,,,,,,,,,N5-12,,,,,,,,,,,,,,,,,,,,,,N5-1,06/Feb/23 8:42 AM;ug:2044195a-f36f-493c-87d2-070fe831c35d;Screenshot 2023-02-06 084219.png;https://lequangthuan.atlassian.net/secure/attachment/10146/Screenshot+2023-02-06+084219.png,,Invalid phone number. Please try again.,,,,,,,,,N5-1,LOGIN,,,Invalid phone number. Please try again.,,,,,0|i002v3:,,BN Sprint 1,,,,,,,,Unit,"B1 Blank ,B2 Click login",Pass,,,To Do
SY-L 1 Login -Telephone Number  – Character are not allowed,N5-9,10483,Story,To Do,N5,N5_CT21CT04,software,Thuận Quang,629f6882d442e600684137ca,,Medium,,,,Minh cong,62980c5dc3dffc0068f5bc00,Minh cong,62980c5dc3dffc0068f5bc00,06/Feb/23 8:45 AM,06/Feb/23 10:09 AM,06/Feb/23 11:23 AM,,,0,Login,Enter special characters in the login form,,Minh cong,62980c5dc3dffc0068f5bc00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N5-1,06/Feb/23 8:35 AM;ug:547f24b8-c402-4d34-821b-336e9b7d5e1e;Screenshot 2023-02-06 082145.png;https://lequangthuan.atlassian.net/secure/attachment/10145/Screenshot+2023-02-06+082145.png,,Error check successful,,,,,,,,,N5-1,LOGIN,,,Special character are not allowed,,,,,0|i002uv:,,BN Sprint 2,,,,,,,,System,"1 Enter special characters in the form
2 Check the notification form",Pass,,,To Do
IT - L 1 Login - Telephone Number - Character are not allowed,N5-21,10482,Story,To Do,N5,N5_CT21CT04,software,Thuận Quang,629f6882d442e600684137ca,,Medium,,,,phuongg lee,62980ce6a0eafd0069e8d5a0,phuongg lee,62980ce6a0eafd0069e8d5a0,06/Feb/23 8:41 AM,06/Feb/23 10:24 AM,06/Feb/23 11:23 AM,,,0,Login,h1. Character are not allowed,,phuongg lee,62980ce6a0eafd0069e8d5a0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N5-1,06/Feb/23 9:01 AM;ug:08efb4fd-f698-45da-a2c2-ac2962e4e722;Screenshot 2023-02-06 090134.png;https://lequangthuan.atlassian.net/secure/attachment/10151/Screenshot+2023-02-06+090134.png,,Error checking successful,,,,,,,,,N5-1,LOGIN,,,"Special characters are not allowed
",,,,,0|i002un:,,BN Sprint 3,,,,,,,,Integration,"1. Enter special characters
2. Check",Pass,,,To Do
U-L 1 Login -Telephone Number  – Character are not allowed,N5-8,10481,Story,To Do,N5,N5_CT21CT04,software,Thuận Quang,629f6882d442e600684137ca,,Medium,,,,Phuc Mai,629810e7cd636500697caeb0,Phuc Mai,629810e7cd636500697caeb0,06/Feb/23 8:33 AM,06/Feb/23 10:06 AM,06/Feb/23 11:23 AM,,,0,Login,,,Phuc Mai,629810e7cd636500697caeb0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N5-1,06/Feb/23 8:26 AM;ug:2044195a-f36f-493c-87d2-070fe831c35d;Screenshot 2023-02-06 082625.png;https://lequangthuan.atlassian.net/secure/attachment/10143/Screenshot+2023-02-06+082625.png,,"
Shows error message invalid phone number. Please try again.",,,,,,,,,N5-1,LOGIN,,,"
Shows error message invalid phone number. Please try again.",,,,,0|i002uf:,,BN Sprint 1,,,,,,,,Unit,"B1 Enter @, B2  click login",Pass,,,To Do
Mua Hàng,N5-7,10480,Epic,To Do,N5,N5_CT21CT04,software,Thuận Quang,629f6882d442e600684137ca,,Medium,,,,Minh cong,62980c5dc3dffc0068f5bc00,Minh cong,62980c5dc3dffc0068f5bc00,06/Feb/23 7:58 AM,06/Feb/23 11:21 AM,06/Feb/23 11:23 AM,,,0,,,,Minh cong,62980c5dc3dffc0068f5bc00,,,,,,,,,N5-79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ghx-label-7,,,Mua Hàng,To Do,,,purple,,,0|i002u7:,,,,,,,,,,,,,,,To Do
Tìm kiếm sản phẩm,N5-6,10479,Epic,To Do,N5,N5_CT21CT04,software,Thuận Quang,629f6882d442e600684137ca,,Medium,,,,Minh cong,62980c5dc3dffc0068f5bc00,Minh cong,62980c5dc3dffc0068f5bc00,06/Feb/23 7:58 AM,06/Feb/23 11:16 AM,06/Feb/23 11:23 AM,,,0,,,,Minh cong,62980c5dc3dffc0068f5bc00,,,,,,,,,N5-63,N5-70,N5-72,N5-74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ghx-label-7,,,Tìm kiếm sản phẩm,To Do,,,purple,,,0|i002tz:,,,,,,,,,,,,,,,To Do
Xóa,N5-5,10478,Epic,To Do,N5,N5_CT21CT04,software,Thuận Quang,629f6882d442e600684137ca,,Medium,,,,Minh cong,62980c5dc3dffc0068f5bc00,Minh cong,62980c5dc3dffc0068f5bc00,06/Feb/23 7:58 AM,06/Feb/23 11:22 AM,06/Feb/23 11:23 AM,,,0,,,,Minh cong,62980c5dc3dffc0068f5bc00,,,,,,,,,N5-73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ghx-label-7,,,Xóa,To Do,,,purple,,,0|i002tr:,,,,,,,,,,,,,,,To Do
Sửa,N5-4,10477,Epic,To Do,N5,N5_CT21CT04,software,Thuận Quang,629f6882d442e600684137ca,,Medium,,,,Minh cong,62980c5dc3dffc0068f5bc00,Minh cong,62980c5dc3dffc0068f5bc00,06/Feb/23 7:58 AM,06/Feb/23 11:20 AM,06/Feb/23 11:23 AM,,,0,,,,Minh cong,62980c5dc3dffc0068f5bc00,,,,,,,,,N5-69,N5-71,N5-76,N5-78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ghx-label-7,,,Sửa,To Do,,,purple,,,0|i002tj:,,,,,,,,,,,,,,,To Do
Thêm sản phẩm,N5-3,10476,Epic,To Do,N5,N5_CT21CT04,software,Thuận Quang,629f6882d442e600684137ca,,Medium,,,,Minh cong,62980c5dc3dffc0068f5bc00,Minh cong,62980c5dc3dffc0068f5bc00,06/Feb/23 7:57 AM,06/Feb/23 11:06 AM,06/Feb/23 11:23 AM,,,0,,,,Minh cong,62980c5dc3dffc0068f5bc00,,,,,,,,,N5-43,N5-45,N5-48,N5-50,N5-58,N5-60,N5-62,N5-65,N5-66,N5-67,N5-68,,,,,,,,,,,,,,,,,,,,,,,ghx-label-7,,,Thêm sản phẩm,To Do,,,purple,,,0|i002tb:,,,,,,,,,,,,,,,To Do
Đăng Ký,N5-2,10475,Epic,To Do,N5,N5_CT21CT04,software,Thuận Quang,629f6882d442e600684137ca,,Medium,,,,Minh cong,62980c5dc3dffc0068f5bc00,Minh cong,62980c5dc3dffc0068f5bc00,06/Feb/23 7:57 AM,06/Feb/23 10:27 AM,06/Feb/23 11:23 AM,,,0,,,,Minh cong,62980c5dc3dffc0068f5bc00,,,,,,,,,N5-14,N5-15,N5-16,N5-17,N5-18,N5-24,N5-20,N5-25,N5-28,N5-29,N5-30,N5-35,N5-37,N5-38,N5-39,N5-41,,,,,,,,,,,,,,,,,,ghx-label-7,,,Đăng Ký,To Do,,,purple,,,0|i002t3:,,,,,,,,,,,,,,,To Do
LOGIN,N5-1,10474,Epic,To Do,N5,N5_CT21CT04,software,Thuận Quang,629f6882d442e600684137ca,,Medium,,,,Minh cong,62980c5dc3dffc0068f5bc00,Minh cong,62980c5dc3dffc0068f5bc00,06/Feb/23 7:57 AM,06/Feb/23 10:53 AM,06/Feb/23 11:23 AM,,,0,,,,Minh cong,62980c5dc3dffc0068f5bc00,,,,,,,,,N5-8,N5-21,N5-9,N5-10,N5-11,N5-22,N5-23,N5-26,N5-27,N5-31,N5-32,N5-33,N5-34,N5-36,N5-40,N5-42,N5-44,N5-47,N5-49,N5-51,N5-53,N5-54,,,,,,,,,,,,ghx-label-7,,,Đăng Nhập,To Do,,,purple,,,0|i002sv:,,,,,,,,,,,,,,,To Do
